name	address	city	state	zip	url
STONE SISTERS PIZZA BAR	2124 N Broadway Ave	Oklahoma City	OK	73103	https://www.dinersdriveinsdiveslocations.com/stone-sisters-pizza-bar-oklahoma.html
CHICK N BEER	715 NW 23rd St	Oklahoma City	OK	73103	https://www.dinersdriveinsdiveslocations.com/chick-n-beer-oklahoma.html
HUNNYBUNNY BISCUIT CO	429 NW 23rd St	Oklahoma City	OK	73103	https://www.dinersdriveinsdiveslocations.com/hunnybunny-biscuit-co-oklahoma.html
GUYUTES	730 NW 23rd St	Oklahoma City	OK	73103	https://www.dinersdriveinsdiveslocations.com/guyutes-oklahoma.html
BYWAYS CAFE	1212 NW Glisan St.	Portland	OR	97209	https://www.dinersdriveinsdiveslocations.com/byways-cafe-oregon.html
ARLETA LIBRARY BAKERY & CAFE	5513 SE 72nd at Harold	Portland	OR	97206	https://www.dinersdriveinsdiveslocations.com/arleta-library-bakery-cafe-oregon.html
OTTO'S SAUSAGE KITCHEN & MEAT MARKET	4138 SE Woodstock Blvd	Portland	OR	97202	https://www.dinersdriveinsdiveslocations.com/ottos-sausage-kitchen-meat-market-oregon.html
INDUSTRIAL CAFE & SALOON	2572 NW Vaughn St	Portland	OR	97210	https://www.dinersdriveinsdiveslocations.com/industrial-cafe-and-saloon-oregon.html
PINE STATE BISCUITS	3640 SE Belmont St.	Portland	OR	97214	https://www.dinersdriveinsdiveslocations.com/pine-state-biscuits-oregon.html
BUNK SANDWICHES	621 SE Morrison St.	Portland	OR	97214	https://www.dinersdriveinsdiveslocations.com/bunk-sandwiches-oregon.html
PODNAH'S PIT BARBECUE	1625 NE Killingsworth	Portland	OR	97211	https://www.dinersdriveinsdiveslocations.com/podnahs-pit-barbecue-oregon.html
POK POK	3226 SE Dvision St.	Portland	OR	97202	https://www.dinersdriveinsdiveslocations.com/pok-pok-oregon.html
BLUEPLATE LUNCH COUNTER & SODA FOUNTAIN	308 SW Washington St	Portland	OR	97204	https://www.dinersdriveinsdiveslocations.com/blueplate-lunch-counter-soda-fountain-oregon.html
SHIRLEY'S TIPPY CANOE	28242 E Historic Columbia River Hwy	Troutdale	OR	97060	https://www.dinersdriveinsdiveslocations.com/shirleys-tippy-canoe-oregon.html
EDELWEISS SAUSAGE & DELICATESSEN	3119 SE 12th St	Portland	OR	97202	https://www.dinersdriveinsdiveslocations.com/edelweiss-sausage-delicatessen-oregon.html
COUNTRY CAT DINNERHOUSE & BAR	7937 SE Stark St	Portland	OR	97215	https://www.dinersdriveinsdiveslocations.com/country-cat-dinnerhouse-and-bar-oregon.html
PDX SIX SEVEN ONE	NE 52nd Ave &amp; NE Sandy Blvd	Portland	OR	97213	https://www.dinersdriveinsdiveslocations.com/pdx-six-seven-one-oregon.html
FRANK'S NOODLE HOUSE	822 NE Broadway	Portland	OR	97232	https://www.dinersdriveinsdiveslocations.com/franks-noodle-house-oregon.html
TIN SHED GARDEN CAFE	1438 NE Alberta St	Portland	OR	97211	https://www.dinersdriveinsdiveslocations.com/tin-shed-garden-cafe-oregon.html
CORNBREAD CAFE	1290 W 7th Ave	Eugene	OR	97402	https://www.dinersdriveinsdiveslocations.com/cornbread-cafe-oregon.html
PAPA'S SOUL FOOD BBQ	400 Blair Blvd	Eugene	OR	97402	https://www.dinersdriveinsdiveslocations.com/papas-soul-food-kitchen-bbq-oregon.html
FISHERMAN'S MARKET	830 W 7th Ave	Eugene	OR	97402	https://www.dinersdriveinsdiveslocations.com/fishermans-market-oregon.html
THE SANDWICH LEAGUE	245 Van Buren St	Eugene	OR	97402	https://www.dinersdriveinsdiveslocations.com/the-sandwich-league-oregon.html
JUNKYARD EXTREME BRATS	95410 Highway 99 E	Junction City	OR	97448	https://www.dinersdriveinsdiveslocations.com/junkyard-extreme-burgers-brats-oregon.html
SOUP NATION	525 High St	Eugene	OR	97401	https://www.dinersdriveinsdiveslocations.com/soup-nation-oregon.html
MATT'S BBQ	4709 NE Martin Luther King Jr Blvd	Portland	OR	97211	https://www.dinersdriveinsdiveslocations.com/matts-bbq-oregon.html
ATAULA	1818 NW 23rd Pl	Portland	OR	97210	https://www.dinersdriveinsdiveslocations.com/ataula-oregon.html
P'S & Q'S MARKET	1301 NE Dekum St	Portland	OR	97211	https://www.dinersdriveinsdiveslocations.com/ps-qs-market-oregon.html
THE ORIGINAL DINERANT	300 SW 6th Ave	Portland	OR	97204	https://www.dinersdriveinsdiveslocations.com/the-original-dinerant-oregon.html
SWISS HIBISCUS	4950 NE 14th Ave	Portland	OR	97211	https://www.dinersdriveinsdiveslocations.com/swiss-hibiscus-oregon.html
CHOP BUTCHERY & CHARCUTERIE	735 NW 21st Ave	Portland	OR	97209	https://www.dinersdriveinsdiveslocations.com/chop-butchery-charcuterie-oregon.html
TAILS & TROTTERS	525 NE 24th Ave	Portland	OR	97232	https://www.dinersdriveinsdiveslocations.com/tails-trotters-oregon.html
AGAVE	5 Granite St	Ashland	OR	97520	https://www.dinersdriveinsdiveslocations.com/agave-oregon.html
SAMMICH	424 Bridge St	Ashland	OR	97520	https://www.dinersdriveinsdiveslocations.com/sammich-oregon.html
BLUE TOBA	1690 Ashland St	Ashland	OR	97520	https://www.dinersdriveinsdiveslocations.com/blue-toba-oregon.html
AVIV	1125 SE Division St	Portland	OR	97202	https://www.dinersdriveinsdiveslocations.com/aviv-oregon.html
SEASONS & REGIONS SEAFOOD GRILL	6660 SW Capitol Hwy	Portland	OR	97219	https://www.dinersdriveinsdiveslocations.com/seasons-regions-seafood-grill-oregon.html
CHIN'S KITCHEN	4126 NE Broadway St	Portland	OR	97232	https://www.dinersdriveinsdiveslocations.com/chins-kitchen-oregon.html
VIKING SOUL FOOD	4255 SE Belmont St	Portland	OR	97215	https://www.dinersdriveinsdiveslocations.com/viking-soul-food-oregon.html
GUERO	200 NE 28th Ave	Portland	OR	97232	https://www.dinersdriveinsdiveslocations.com/guero-oregon.html
YONDER	636 NE 42nd Ave Suite A	Portland	OR	97218	https://www.dinersdriveinsdiveslocations.com/yonder-oregon.html
ZYDECO KITCHEN AND COCKTAILS	919 NW Bond St	Bend	OR	97701	https://www.dinersdriveinsdiveslocations.com/zydeco-kitchen-cocktails-oregon.html
ROCKIN' DAVE'S BISTRO AND BACKSTAGE LOUNGE	661 NE Greenwood Ave	Bend	OR	97701	https://www.dinersdriveinsdiveslocations.com/rockin-daves-bistro-backstage-lounge-oregon.html
DUMP CITY DUMPLINGS	384 SW Upper Terrace Dr	Bend	OR	97703	https://www.dinersdriveinsdiveslocations.com/dump-city-dumplings-oregon.html
BIG SKI'S PIEROGIS	536 NW Arizona Ave	Bend	OR	97702	https://www.dinersdriveinsdiveslocations.com/big-skis-pierogis-oregon.html
GRACE AND HAMMER	641 SW Cascade Ave	Redmond	OR	97756	https://www.dinersdriveinsdiveslocations.com/grace-and-hammer-oregon.html
ANITA'S KITCHEN GOURMET INDIAN FOOD	420 SE 3rd St	Bend	OR	97702	https://www.dinersdriveinsdiveslocations.com/anitas-kitchen-gourmet-indian-food-oregon.html
A BROKEN ANGEL	1124 NW Newport Ave	Bend	OR	97703	https://www.dinersdriveinsdiveslocations.com/a-broken-angel-oregon.html
HIGH CAMP TAPHOUSE	523 US-20	Sisters	OR	97759	https://www.dinersdriveinsdiveslocations.com/high-camp-taphouse-oregon.html
ERROR	ERROR	ERROR	ERROR	ERROR	ERROR
SILK CITY DINER	435 Spring Garden St.	Philadelphia	PA	19123	https://www.dinersdriveinsdiveslocations.com/silk-city-diner-pennsylvania.html
THE DINING CAR & MARKET	8826 Frankford Ave.	Philadelphia	PA	19136	https://www.dinersdriveinsdiveslocations.com/the-dining-car-market-pennsylvania.html
DADDYPOPS	232 N York Rd	Hatboro	PA	19040	https://www.dinersdriveinsdiveslocations.com/daddypops-pennsylvania.html
STARLITE LOUNGE	364 Freeport Road	Blawnox	PA	15238	https://www.dinersdriveinsdiveslocations.com/starlite-lounge-pennsylvania.html
CRYSTAL RESTAURANT	1211 Penn Avenue	Pittsburgh	PA	15222	https://www.dinersdriveinsdiveslocations.com/crystal-restaurant-pennsylvania.html
NADINE'S RESTAURANT	19 S 27th St	Pittsburgh	PA	15203	https://www.dinersdriveinsdiveslocations.com/nadines-restaurant-pennsylvania.html
DOR-STOP RESTAURANT	1430 Potomac Ave	Pittsburgh	PA	15216	https://www.dinersdriveinsdiveslocations.com/dor-stop-restaurant-pennsylvania.html
LO BELLO'S	809 Fifth Ave	Coraopolis	PA	15108	https://www.dinersdriveinsdiveslocations.com/lobellos-spaghetti-house-pennsylvania.html
BIG JIM'S	201 Saline St.	Pittsburgh	PA	15207	https://www.dinersdriveinsdiveslocations.com/big-jims-pennsylvania.html
KELLY O'S DINER	1130 Perry Hwy	Pittsburgh	PA	15237	https://www.dinersdriveinsdiveslocations.com/kelly-os-diner-pennsylvania.html
GOOD DOG BAR & RESTAURANT	224 South 15th Street	Philadelphia	PA	19102-3806	https://www.dinersdriveinsdiveslocations.com/good-dog-bar-restaurant-pennsylvania.html
MEMPHIS TAPROOM	2331 East Cumberland St.	Philadelphia	PA	19125	https://www.dinersdriveinsdiveslocations.com/memphis-taproom-pennsylvania.html
HONEY'S SIT-N-EAT	800 North 4th Street	Philadelphia	PA	19123	https://www.dinersdriveinsdiveslocations.com/honeys-sit-n-eat-pennsylvania.html
PINEVILLE TAVERN	Route 413 Durham Road	Pineville	PA	18946	https://www.dinersdriveinsdiveslocations.com/pineville-tavern-pennsylvania.html
SIDECAR BAR & GRILLE	2201 Christian St	Philadelphia	PA	19146	https://www.dinersdriveinsdiveslocations.com/sidecar-bar-and-grille-pennsylvania.html
SOUTH PHILADELPHIA TAPROOM	1509 Mifflin St	Philadelphia	PA	19145	https://www.dinersdriveinsdiveslocations.com/south-philadelphia-taproom-pennsylvania.html
PERCY STREET BARBEQUE	900 South St	Philadelphia	PA	19147	https://www.dinersdriveinsdiveslocations.com/percy-street-barbecue-pennsylvania.html
STANDARD TAP	901 N 2nd St	Philadelphia	PA	19123	https://www.dinersdriveinsdiveslocations.com/standard-tap-pennsylvania.html
JAMAICAN JERK HUT	1436 South St	Philadelphia	PA	19146	https://www.dinersdriveinsdiveslocations.com/jamaican-jerk-hut-pennsylvania.html
GEECHEE GIRL RICE CAFE	6825 Germantown Ave	Philadelphia	PA	19144	https://www.dinersdriveinsdiveslocations.com/geechee-girl-rice-cafe-pennsylvania.html
HARDENA WAROENG SURABAYA	1754 S Hicks St #2217	Philadelphia	PA	19145	https://www.dinersdriveinsdiveslocations.com/hardena-waroeng-surabaya-pennsylvania.html
FARMER'S KEEP	10 S 20th St	Philadelphia	PA	19105	https://www.dinersdriveinsdiveslocations.com/farmers-keep-pennsylvania.html
MOM-MOM'S KITCHEN	2551 Orthodox St	Philadelphia	PA	19137	https://www.dinersdriveinsdiveslocations.com/mom-moms-kitchen-pennsylvania.html
GAUL AND CO. MALT HOUSE	3133 Gaul St	Philadelphia	PA	19134	https://www.dinersdriveinsdiveslocations.com/gaul-co-malt-house-pennsylvania.html
WOODROW'S SANDWICH SHOP	630 South St	Philadelphia	PA	19147	https://www.dinersdriveinsdiveslocations.com/woodrows-sandwich-shop-pennsylvania.html
STOGIE JOE'S TAVERN	1801 E Passyunk Ave	Philadelphia	PA	19148	https://www.dinersdriveinsdiveslocations.com/stogie-joes-tavern-pennsylvania.html
EVELYN'S DRIVE-IN	2335 Main Rd.	Tiverton	RI	02878	https://www.dinersdriveinsdiveslocations.com/evelyns-drive-in-rhode-island.html
LOUIE'S RESTAURANT	286 Brook St	Providence	RI	02906	https://www.dinersdriveinsdiveslocations.com/louies-restaurant-rhode-island.html
CRAZY BURGER CAFE & JUICE BAR	144 Boon St.	Narragansett	RI	02882	https://www.dinersdriveinsdiveslocations.com/crazy-burger-cafe-juice-bar-rhode-island.html
THE LIBERTY ELM DINER	777 Elmwood Ave.	Providence	RI	02907	https://www.dinersdriveinsdiveslocations.com/the-liberty-elm-diner-rhode-island.html
ANGELO'S CIVITA FARNESE	141 Atwells Ave.	Providence	RI	02903	https://www.dinersdriveinsdiveslocations.com/angelos-civita-farnese-rhode-island.html
MEDITERRANEO CAFFE	134 Atwells Ave.	Providence	RI	02903	https://www.dinersdriveinsdiveslocations.com/mediterraneo-caffe-rhode-island.html
ANTHONY'S SEAFOOD	963 Aquidneck Ave.	Middletown	RI	02842	https://www.dinersdriveinsdiveslocations.com/anthonys-seafood-rhode-island.html
ITALIAN CORNER	10 Boyd Ave.	East Providence	RI	02914	https://www.dinersdriveinsdiveslocations.com/italian-corner-rhode-island.html
AUNT CARRIE'S	1240 Ocean Rd.	Narragansett	RI	02882	https://www.dinersdriveinsdiveslocations.com/aunt-carries-rhode-island.html
EDGEWOOD CAFE	1864 Broad St.	Cranston	RI	02905	https://www.dinersdriveinsdiveslocations.com/edgewood-cafe-rhode-island.html
HAROLD'S	602 N. Limestone St.	Gaffney	SC	28340	https://www.dinersdriveinsdiveslocations.com/harolds-cafe-south-carolina.html
THE BEACON DRIVE-IN	255 John B. White Sr. Boulevard	Spartanburg	SC	29306	https://www.dinersdriveinsdiveslocations.com/beacon-drive-in-south-carolina.html
PAWLEYS FRONT PORCH	827 Harden St.	Columbia	SC	29205	https://www.dinersdriveinsdiveslocations.com/pawleys-front-porch-south-carolina.html
THE FARMER'S SHED	Augusta Highway	Lexington	SC	29072	https://www.dinersdriveinsdiveslocations.com/the-farmers-shed-south-carolina.html
PERFECTLY FRANK'S	118 N. Main St.	Summerville	SC	29483	https://www.dinersdriveinsdiveslocations.com/perfectly-franks-south-carolina.html
TATTOOED MOOSE RESTAURANT	1137 Morrison Dr.	Charleston	SC	29403	https://www.dinersdriveinsdiveslocations.com/tattooed-moose-south-carolina.html
THE EARLY BIRD DINER	1644 Savannah Hwy.	Charleston	SC	29407	https://www.dinersdriveinsdiveslocations.com/the-early-bird-diner-south-carolina.html
FUEL CANTINA	211 Rutledge Ave.	Charleston	SC	29403	https://www.dinersdriveinsdiveslocations.com/fuel-cantina-south-carolina.html
THE GLASS ONION	1219 Savannah Hwy.	Charleston	SC	29407	https://www.dinersdriveinsdiveslocations.com/the-glass-onion-south-carolina.html
DIXIE SUPPLY BAKERY & CAFE	62 State St.	Charleston	SC	29401	https://www.dinersdriveinsdiveslocations.com/dixie-supply-bakery-and-cafe-south-carolina.html
LOOK'S MARKETPLACE	500 E 69th St	Sioux Falls	SD	57108	https://www.dinersdriveinsdiveslocations.com/looks-marketplace-south-dakota.html
BREAD AND CIRCUS SANDWICH KITCHEN	600 N Main Ave #110	Sioux Falls	SD	57104	https://www.dinersdriveinsdiveslocations.com/bread-circus-sandwich-kitchen-south-dakota.html
O SO GOOD	529 N Main Ave	Garettson	SD	57030	https://www.dinersdriveinsdiveslocations.com/o-so-good-south-dakota.html
URBAN CHISLIC	431 W 85th St	Sioux Falls	SD	57108	https://www.dinersdriveinsdiveslocations.com/urban-chislic-south-dakota.html
LALIBELA ETHIOPIAN	200 S Kiwanis Ave	Sioux Falls	SD	57104	https://www.dinersdriveinsdiveslocations.com/lalibela-ethiopian-south-dakota.html
DAILY CLEAN FOOD AND DRINK	6215 S Western Ave	Sioux Falls	SD	57108	https://www.dinersdriveinsdiveslocations.com/daily-clean-food-and-drink-south-dakota.html
PIZZA PALACE	3132 East Magnolia Avenue	Knoxville	TN	37914	https://www.dinersdriveinsdiveslocations.com/pizza-palace-tennesse.html
LITTLE TEA SHOP	69 Monroe Avenue	Memphis	TN	38103	https://www.dinersdriveinsdiveslocations.com/little-tea-shop-tennessee.html
COZY CORNER	745 N Parkway	Memphis	TN	38105	https://www.dinersdriveinsdiveslocations.com/cozy-corner-tennessee.html
LEONARD'S PIT BBQ	5465 Fox Plaza Drive	Memphis	TN	38115	https://www.dinersdriveinsdiveslocations.com/leonards-bbq-tennessee.html
MARLOWE'S RIBS	4381 Elvis Presley Blvd	Memphis	TN	38116	https://www.dinersdriveinsdiveslocations.com/marlowes-ribs-tennessee.html
TOM'S BAR-B-Q	4087 New Getwell Rd.	Memphis	TN	38118	https://www.dinersdriveinsdiveslocations.com/toms-bar-b-q-tennessee.html
UNCLE LOU'S	3633 Millbranch Rd.	Memphis	TN	38116	https://www.dinersdriveinsdiveslocations.com/uncle-lous-tennessee.html
ALCENIA'S	317 N Main St.	Memphis	TN	38103	https://www.dinersdriveinsdiveslocations.com/alcenias-tennessee.html
MARTIN'S BAR-B-QUE JOINT	7238 Nolensville Rd.	Nolensville	TN	37135	https://www.dinersdriveinsdiveslocations.com/martins-bar-b-que-joint-tennessee.html
ATHENS FAMILY RESTAURANT	2526 Franklin Pike	Nashville	TN	37204	https://www.dinersdriveinsdiveslocations.com/athens-family-restaurant-tennessee.html
ARNOLD'S COUNTRY KITCHEN	605 8th Avenue South	Nashville	TN	37203	https://www.dinersdriveinsdiveslocations.com/arnolds-country-kitchen-tennessee.html
BRO'S CAJUN CUISINE	3214 Charlotte Ave	Nashville	TN	37209	https://www.dinersdriveinsdiveslocations.com/bros-cajun-cuisine-tennessee.html
CAFE RAKKA	71A New Shackle Island Rd.	Hendersonville	TN	37075	https://www.dinersdriveinsdiveslocations.com/cafe-rakka-tennessee.html
SAVARINO'S CUCINA	2121 Belcourt Avenue	Nashville	TN	37212	https://www.dinersdriveinsdiveslocations.com/savarinos-cucina-tennessee.html
JAMAICAWAY	900 Rosa L Parks Blvd.	Nashville	TN	37208	https://www.dinersdriveinsdiveslocations.com/jamaicaway-tennessee.html
RIZZO'S DINER	106 E GE Patterson Ave	Memphis	TN	38103	https://www.dinersdriveinsdiveslocations.com/rizzos-diner-tennessee.html
(SOB) SOUTH OF BEALE	361 S. Main Street	Memphis	TN	38103	https://www.dinersdriveinsdiveslocations.com/sob-south-of-beale-tennessee.html
THE ELEGANT FARMER	262 S Highland St	Memphis	TN	38111	https://www.dinersdriveinsdiveslocations.com/the-elegant-farmer-tennessee.html
THREE ANGLES DINER	2617 Broad Ave	Memphis	TN	38112	https://www.dinersdriveinsdiveslocations.com/three-angels-diner-tennessee.html
CENTER POINT BBQ	1212 W Main St	Hendersonville	TN	37075	https://www.dinersdriveinsdiveslocations.com/center-point-barbecue-tennessee.html
MAS TACOS POR FAVOR	732 Mcferrin Ave	Nashville	TN	37206	https://www.dinersdriveinsdiveslocations.com/mas-tacos-por-favor-tennessee.html
55 SOUTH	403 Main St	Franklin	TN	37064	https://www.dinersdriveinsdiveslocations.com/55-south-tennessee.html
PHAT BITES	940 Allen Rd	Nashville	TN	37214	https://www.dinersdriveinsdiveslocations.com/phat-bites-tennessee.html
GRILLED CHEESERIE	Mobile Food Truck	Nashville	TN	37219	https://www.dinersdriveinsdiveslocations.com/grilled-cheeserie-tennessee.html
CAFFE NONNA	4427 Murphy Rd	Nashville	TN	37209	https://www.dinersdriveinsdiveslocations.com/caffe-nonna-tennessee.html
RIDDIM N SPICE	2116 Meharry Blvd	Nashville	TN	37208	https://www.dinersdriveinsdiveslocations.com/riddim-n-spice-tennessee.html
SOY BISTRO	5008 Maryland Way	Brentwood	TN	37027	https://www.dinersdriveinsdiveslocations.com/soy-bistro-tennessee.html
NICKY'S COAL FIRED	5026 Centennial Blvd	Brentwood	TN	37209	https://www.dinersdriveinsdiveslocations.com/nickys-coal-fired-tennessee.html
GRAZE NASHVILLE	1888 Eastland Ave	Nashville	TN	37206	https://www.dinersdriveinsdiveslocations.com/graze-nashville-tennessee.html
FATTOUSH CAFE	1716 Charlotte Ave	Nashville	TN	37203	https://www.dinersdriveinsdiveslocations.com/fattoush-cafe-tennessee.html
CHAATABLE	345 40th Ave N	Nashville	TN	37209	https://www.dinersdriveinsdiveslocations.com/chaatable-tennessee.html
EAST SIDE BANH MI	1000 Gallatin Ave	Nashville	TN	37206	https://www.dinersdriveinsdiveslocations.com/east-side-banh-mi-tennessee.html
HOMEGROWN TAPROOM AND KITCHEN	2720 Old Lebanon Rd	Nashville	TN	37214	https://www.dinersdriveinsdiveslocations.com/homegrown-taproom-kitchen-tennessee.html
PIE TOWN TACOS	614 Ewing Ave #4628	Nashville	TN	37203	https://www.dinersdriveinsdiveslocations.com/pie-town-tacos-tennessee.html
KING TUT'S	3716 Nolensville Pk	Nashville	TN	37211	https://www.dinersdriveinsdiveslocations.com/king-tuts-tennessee.html
BOTTLE CAP	2403 12th Ave S	Nashville	TN	37204	https://www.dinersdriveinsdiveslocations.com/bottle-cap-tennessee.html
REDHEADED STRANGER	305 Arrington St	Nashville	TN	37207	https://www.dinersdriveinsdiveslocations.com/redheaded-stranger-tennessee.html
ERROR	ERROR	ERROR	ERROR	ERROR	ERROR
MAC and ERNIE'S	11804 FM 470	Tarpley	TX	78883	https://www.dinersdriveinsdiveslocations.com/mac-ernies-texas.html
HULLABALOO DINER	15045 F.M. 2154	Wellborn	TX	77845	https://www.dinersdriveinsdiveslocations.com/hullabaloo-diner-texas.html
LOUIE MUELLER BBQ	206 W. Second St.	Taylor	TX	76574	https://www.dinersdriveinsdiveslocations.com/louie-mueller-bbq-texas.html
MARIA'S TACO EXPRESS	2529 S. Lamar Blvd.	Austin	TX	78704	https://www.dinersdriveinsdiveslocations.com/marias-taco-express-texas.html
TIP TOP CAFE	2814 Fredericksburg Rd.	San Antonio	TX	78201	https://www.dinersdriveinsdiveslocations.com/tip-top-cafe-texas.html
TEXAS PRIDE BBQ	2980 E Loop 1604 S	Adkins	TX	78101	https://www.dinersdriveinsdiveslocations.com/texas-pride-bbq-texas.html
CASINO EL CAMINO	517 E 6th St.	Austin	TX	78701	https://www.dinersdriveinsdiveslocations.com/casino-el-camino-texas.html
THE COVE	606 W. Cypress St.	San Antonio	TX	78212	https://www.dinersdriveinsdiveslocations.com/the-cove-texas.html
MAGNOLIA CAFE	1920 S Congress Ave	Austin	TX	78704	https://www.dinersdriveinsdiveslocations.com/magnolia-cafe-texas.html
GREEN MESQUITE	1400 Barton Springs Rd.	Austin	TX	78704	https://www.dinersdriveinsdiveslocations.com/green-mesquite-texas.html
LOUIE'S	1839 N Henderson Avenue	Dallas	TX	75206	https://www.dinersdriveinsdiveslocations.com/louies-texas.html
CHEF POINT CAFE	5901 Watauga Rd.	Watauga	TX	76148	https://www.dinersdriveinsdiveslocations.com/chef-point-cafe-texas.html
TWISTED ROOT BURGER CO.	2615 Commerce St	Dallas	TX	75226	https://www.dinersdriveinsdiveslocations.com/twisted-root-burger-co-texas.html
JAMAICA GATES CARIBBEAN CUISINE	1020 W Arkansas Lane	Arlington	TX	76013	https://www.dinersdriveinsdiveslocations.com/jamaica-gates-caribbean-cuisine-texas.html
FRED'S TEXAS CAFE	915 Currie St	Fort Worth	TX	76107	https://www.dinersdriveinsdiveslocations.com/freds-texas-cafe.html
AVILA'S CAFE	4714 Maple Avenue	Dallas	TX	75219	https://www.dinersdriveinsdiveslocations.com/avilas-cafe-texas.html
LANKFORD GROCERY	88 Dennis Street	Houston	TX	77006	https://www.dinersdriveinsdiveslocations.com/lankford-grocery-texas.html
PRINCE LEBANESE GRILL	502 W Randol Mill Road	Arlington	TX	76011	https://www.dinersdriveinsdiveslocations.com/prince-lebanese-grill-texas.html
KENNY & ZIGGY'S	2327 Post Oak Blvd	Houston	TX	77056	https://www.dinersdriveinsdiveslocations.com/kenny-ziggys-texas.html
NIKO NIKO'S	2520 Montrose Blvd	Houston	TX	77006	https://www.dinersdriveinsdiveslocations.com/niko-nikos-texas.html
CAFE PITA +	10890 Westheimer	Houston	TX	77042	https://www.dinersdriveinsdiveslocations.com/cafe-pita-texas.html
T-BONE TOM'S STEAKHOUSE	707 Highway 146	Kemah	TX	77565	https://www.dinersdriveinsdiveslocations.com/t-bone-toms-steakhouse-texas.html
BOB'S TACO STATION	1901 Avenue H	Rosenberg	TX	77471	https://www.dinersdriveinsdiveslocations.com/bobs-taco-station-texas.html
RED LION PUB & RESTAURANT	2316 South Shepherd Drive	Houston	TX	77019	https://www.dinersdriveinsdiveslocations.com/red-lion-pub-restaurant-texas.html
DOUGH PIZZERIA NAPOLETANA	6989 Blanco Rd.	San Antonio	TX	78213	https://www.dinersdriveinsdiveslocations.com/dough-pizzeria-napoletana-texas.html
MOROCCAN BITES	5714 Evers Rd.	San Antonio	TX	78238	https://www.dinersdriveinsdiveslocations.com/moroccan-bites-texas.html
BUN 'N' BARREL	1150 Austin Highway	San Antonio	TX	78209	https://www.dinersdriveinsdiveslocations.com/bun-n-barrel-texas.html
BETO'S COMIDA LATINA	8142 Broadway St.	San Antonio	TX	78209	https://www.dinersdriveinsdiveslocations.com/betos-comida-latina-texas.html
TACO TACO CAFE	145 E Hildebrand Ave.	San Antonio	TX	78212	https://www.dinersdriveinsdiveslocations.com/taco-taco-cafe-texas.html
EL BOHIO	1127 Harry Wurzbach	San Antonio	TX	78234	https://www.dinersdriveinsdiveslocations.com/el-bohio-texas.html
MAGNOLIA PANCAKE HAUS	606 Embassy Oaks	San Antonio	TX	78216	https://www.dinersdriveinsdiveslocations.com/magnolia-pancake-haus-texas.html
PEPE'S AND MITO'S	2911 Elm St.	Dallas	TX	75226	https://www.dinersdriveinsdiveslocations.com/pepes-and-mitos-texas.html
MONUMENT CAFE	500 S. Austin Ave.	Georgetown	TX	78627	https://www.dinersdriveinsdiveslocations.com/monument-cafe-texas.html
LUKE'S INSIDE OUT	1109 S. Lamar Blvd.	Austin	TX	78704	https://www.dinersdriveinsdiveslocations.com/lukes-inside-out-texas.html
MAPLE & MOTOR	4810 Maple Ave.	Dallas	TX	75219	https://www.dinersdriveinsdiveslocations.com/maple-and-motor-texas.html
CHOP HOUSE BURGERS	2502 Little Rd	Arlington	TX	76013	https://www.dinersdriveinsdiveslocations.com/chop-house-burgers-texas.html
CANE ROSSO	2612 Commerce St.	Dallas	TX	75226	https://www.dinersdriveinsdiveslocations.com/cane-rosso-texas.html
COUNTER CAFE	626 North Lamar	Austin	TX	78703	https://www.dinersdriveinsdiveslocations.com/counter-cafe-texas.html
PECAN LODGE	1010 S. Pearl Expy.	Dallas	TX	75201	https://www.dinersdriveinsdiveslocations.com/pecan-lodge-texas.html
NOBLE PIG SANDWICHES	11815 620 N. Ste. 4	Austin	TX	78750	https://www.dinersdriveinsdiveslocations.com/noble-pig-sandwiches-texas.html
AFRAH	314 E.Main St.	Richardson	TX	75081	https://www.dinersdriveinsdiveslocations.com/afrah-texas.html
FOREIGN & DOMESTIC	306 E. 53rd St.	Austin	TX	78751	https://www.dinersdriveinsdiveslocations.com/foreign-and-domestic-texas.html
TASTE OF EUROPE	1901 W. Pioneer Parkway	Arlington	TX	76013	https://www.dinersdriveinsdiveslocations.com/taste-of-europe-texas.html
MARINI'S EMPANADA HOUSE	10001 Westheimer Rd	Houston	TX	77042	https://www.dinersdriveinsdiveslocations.com/the-original-marinis-empanada-house-texas.html
THE ORIGINAL IRMA'S	22 N Chenevert St	Houston	TX	77002	https://www.dinersdriveinsdiveslocations.com/the-original-irmas-texas.html
CUCHARA	214 Fairview St	Houston	TX	77006	https://www.dinersdriveinsdiveslocations.com/cuchara-texas.html
COOL RUNNINGS GRILL	8270 W Bellfort Blvd	Houston	TX	77071	https://www.dinersdriveinsdiveslocations.com/cool-runnings-jamaican-grill-texas.html
CAFE LILI	5757 Westheimer Rd #112	Houston	TX	77057	https://www.dinersdriveinsdiveslocations.com/lebanese-grill-cafe-lili-texas.html
Q-SHI BBQ & SUSHI	1491 Spring Cypress Rd	Houston	TX	77373	https://www.dinersdriveinsdiveslocations.com/q-shi-bbq-sushi-texas.html
LA PANADERIA	8305 Broadway St	San Antonio	TX	78209	https://www.dinersdriveinsdiveslocations.com/la-panaderia-texas.html
ONE90 SMOKED MEATS	10240 Northwest Hwy	Dallas	TX	75238	https://www.dinersdriveinsdiveslocations.com/one90-smoked-meats-texas.html
